segment_id	text	annotator_1	annotator_2	agreed_rating
285	Christmas and Thanksgiving boxes can always be sent on time to reach you. It won't be so long for you as for us; and by the time you have Oka Sayye beaten to ravelings you will have such a 'perfect habit' that you will start right in with the beating idea. That should keep you fairly busy, because most of the men you come up against will be beaters themselves.”	2		
286	Why should his life have been made unbearable in Putney by the extravagant curiosity of a mob of journalists? And then, why should he be compelled, by means of a piece of blue paper, to go through the frightful ordeal and flame of publicity in a witness-box? That was the crowning unmerited torture, the unthinkable horror which had broken his sleep for many nights.	2		
287	"""This is insanity, Holmes.""
""Only two hours, Watson.  I promise you will go at six.  Are you content to wait?""
""I seem to have no choice.""
""None in the world, Watson.  Thank you, I need no help in arranging the clothes.  You will please keep your distance.  Now, Watson, there is one other condition that I would make.  You will seek help, not from the man you mention, but from the one that I choose."""	0		
288	"""Before you came here?""
""Yes; before I was married—when I was quite a girl.""
Mrs. Meserve had not married young.  Mrs. Emerson had mental calculations when she heard that."	0		
289	"""Isabel's a dear,"" said Emily, contentedly settling down with the Indian bead-work in which she and Susan had had several lessons, and with which they filled some spare time, ""but she's not a leader. I took you up, so now Isabel does! I knew--I felt sure that, if Ella let you borrow that dress, Isabel would begin to patronize you!"""	2		
290	"“Have you filled them?” he asked.


“No,” said Linda. “I did not want to start the engine until I had finished everything else.”


“All right,” he said, “I'll look at the valves first and then, if it is all ready, there ought to be a garage near that we can run to carefully, and get tuned up.”"	2		
291	Yet what I felt of dread was no ordinary ghostly fear. It was infinitely greater, stranger, and seemed to arise from some dim ancestral sense of terror more profoundly disturbing than anything I had known or dreamed of.	0		
292	"play.  But there is a saying, too, that where honey is there
will soon be flies.”
This oracular discourse exasperated Byrne.  “In the
name of God,” he cried, “tell me plainly if you think"	2		
293	"Western Supply Company than they sent an agent who gave me no peace until
they sublet their contract. Unfortunately for me, when the papers were
drawn, my regular attorney was out of town, and I was compelled to depend"	0		
294	"Two there were who replied together, ""No!""
At this moment there was a dull noise; cries broke out around us, and we shuddered. A length of earth had detached itself from the hillock on which—after a fashion—we were leaning back, and had completely exhumed in the middle of us a sitting corpse, with its legs out full length. The collapse burst a pool that had gathered on the top of the mound, and the water spread like a cascade over the body and laved it as we looked."	4		
295	“Will you come with me for a moment, Miss Innes?” he asked soberly, and on my assenting, he led the way to the east wing. There were lights moving around below, and some of the maids were standing gaping down.	3		
296	She told the servant that, and the servant told it to the king. When Branduv heard it he nearly went mad with love and longing and jealousy, and with rage also, because of the treasure he had given her and might not get back. He called Mongan over to him, and spoke to him very threateningly and ragingly.	2		
297	And now, working in my rooms, white-leading and turpentining, is another one of them. I have learned his name. It is Arthur Deacon. He is the pallid, furtive-eyed man whom I observed the first day when the men were routed out of the forecastle to man the windlass—the man I so instantly adjudged a drug-fiend. He certainly looks it.	3		
298	We were a little surprised not to see Matthew Mugg among the crowd. We had felt sure that he would be there; and the Doctor had intended to give him some extra instructions about the food for the animals we had left at the house.	2		
299	“That is so,” said a voice from the company. “But four months gone the deep, deep pit was opened that I had dug in the shadow of the Pyramid of Cephren, who begat me in the world.	3		
300	“For three months this went on, till at last I had paid away all, or very near all, that was left of her little capital in wages and food for the Kaffirs and ourselves. When I tell you that Boer meal was sometimes as high as four pounds a bag, you will understand that it did not take long to run through our banking account.	0		
301	But this cry found no expression, for as my eyes wandered from the plain beyond to the island round me and noted our little tent half hidden among the willows, a dreadful discovery leaped out at me, compared to which my terror of the walking winds seemed as nothing at all.	4		
302	Even when their bellies are full and they can eat no more, they kill purely for the pleasure which they derive from taking life, and so when this particular apt failed to charge us, and instead wheeled and trotted away as we neared him, I should have been greatly surprised had I not chanced to glimpse the sheen of a golden collar about its neck.	3		
303	"‘What terms?’


‘I had received fifty thousand pounds for the first job, of which Rocco had half. Rocco was also to be made a member of a certain famous European order, if things went right. That was what he coveted far more than the money—the vain fellow! For the second job I was offered a hundred thousand. A tolerably large sum. I regret that I have not been able to earn it.’"	0		
304	"""I'm sorry,"" said Miss Desmond very gently. ""Forgive me if I didn't understand. And you do really care about her a little?"""	0		
305	He was not in a placid frame of mind, for the work was going badly; and Mr. Plume was seated in an arm-chair listening to his report. He did not like Plume, and had wished to speak privately to Wickersham; but Wickersham had told him to go ahead, that Plume was a friend of his, and as much interested in the success of the work as Matheson was.	3		
306	"never.  Putting all my strength into a sudden effort, I
swung George’s body forward to meet them.  Then I
pulled back with equal suddenness, ripping the revolver out of"	3		
307	"“Yes, sir,” Dave gasped.


“Then go.”


And Dave went, without further word, both his biceps aching intolerably from the bruise of that tremendous grip. As his hand rested on the door knob, he was stopped."	2		
308	"The Wizard now put the nine tiny ones back into his pocket and the journey was resumed.
""We must be pretty near the top, now,"" said the boy, as they climbed wearily up the dark, winding stairway."	3		
309	"I just looked, big-eyed, up at him.  You know; the way Molly's kid does, when he wakes.  I looked a long, long time, as though I was puzzled.
""Daddy,"" I said slowly, sitting up.  ""You—you are my daddy, ain't you?"""	1		
310	In the wild lust of hand-to-hand combat my old dauntless hopefulness returned. And as thern after thern went down beneath my blade, I could almost feel that we should win success in the end, even from apparent failure.	2		
311	Now after a long time, he came to another level meadow of grass, and there he beheld Sir Boindegardus riding before him in great state with the golden goblet hanging to the horn of his saddle.	4		
312	Much that had been mysterious was cleared up. He wondered why it had not occurred to him from the first that Sir Charles’s inquiry, which he had mentioned to Paul Harley, respecting Fire-Tongue, had been due to the fact that the surgeon had seen the secret mark upon his arm after the accident in the Haymarket.	2		
313	Miss Grant’s arrival at Kuryong homestead caused great excitement among the inhabitants. Mrs. Gordon received her in a motherly way, trying hard not to feel that a new mistress had come into the house; she was anxious to see whether the girl exhibited any signs of her father’s fiery temper and imperious disposition.	0		
314	"""So do I,"" added Scraps. ""That is, if you behave yourselves after this."""	0		
315	"“Chutney, air?” asked the steward, as if he had never heard the word before.
“Yes, chutney. Chutney sauce.”
“I am afraid, sir,” said the steward, “that we haven’t any chutney sauce.”"	2		
316	"You can kiss the Book on it, that very few crews have such kind masters. Mr. Eagen has the right, and we signed to it all straight, to work us as he pleases; and w'at does he do? Why, he up and gives us a week shore leave, and then he gives us light watches, and all the time our pay goes on just the same. Now that's w'at I calls right proper and handsome conduct, or the devil's a preacher, and I ventures with all respect to propose three cheers for Mr. Eagen."""	1		
317	In spite of all my eloquence and the crowds that throng the building, he has set the whole Board against me. He is really trying to oust me from the pastorate of the church. Shall I take the bull by the horns now and throw him and his Mammon-worshiping satellites out, or try to work such material into my future plans? Give me your advice as a cool-headed outsider.”	0		
318	She explained the use of the several pieces of aluminum that made up the bread-mixer and fastened the bucket to the table-shelf. Jim's life might have depended upon this lesson, judging from his absorbed manner and his desire to have things explained over and over, especially the turning of the crank.	3		
319	"“Your suggestion is ridiculous,” he began. “Why on earth—”
The old man struck his palsied hand passionately on the rickety table, nearly breaking it.
“Did you hear me ask a plain question, you pattering spy?” he shrieked in a high, crazy voice. “Are you, or are you not, a police detective?”"	3		
320	Old Pat Dirane continues to come up every day to talk to me, and at times I turn the conversation to his experiences of the fairies.	1		
321	“One hoist of the great head, and out of the hole I came like a periwinkle out of his shell. But even as I did so, I caught sight of Mashune’s stalwart form advancing with his ‘bangwan,’ or broad stabbing assegai, raised above his head.	3		
322	The cobbles, too, were like glass, and he fell again, this time backward. His head struck the ground, and though he did not lose consciousness, his senses were dazed. He felt his legs and arms being deftly tied, and yards of some soft stuff enveloping his head. He ceased to struggle as soon as he felt the odds against him, and waited on fortune. Voices came to his ears, and it seemed that one of them was a woman's.	3		
323	About all I gleaned of them was that they were quite hideous, had wings, and webbed feet; lived in cities built beneath the ground; could swim under water for great distances, and were very, very wise.  The Sagoths were their weapons of offense and defense, and the races like herself were their hands and feet—they were the slaves and servants who did all the manual labor.  The Mahars were the heads—the brains—of the inner world.  I longed to see this wondrous race of supermen.	4		
324	I'll pass over how I felt about it:  they haven't made the words—	0		
325	Since landing from the boat he has obtained some consolation from the beauty and variety of the insect and bird life around him, for he is absolutely whole-hearted in his devotion to science.	3		
326	Thereto, also, an irregular metallic sound, as of blows struck on iron, and now and then a shrill, high-pitched cry. The effect of these strange sounds, rendered vague and unreal by the density of the walls, and faintly penetrating the dreadful darkness, surpassed all efforts of the imagination.	0		
327	She had a little money—Mrs. Dennison didn't have any—and she had come to East Wilmington and bought the house they lived in.  It was a real pretty house, though it was very old and run down.	2		
328	His dogs first caught the noises of the camp, pricking their ears and whining in low eagerness. Then it came to the ears of the humans, a murmur, dim with distance, but not invested with the soothing grace that is common to distant murmurs.	1		
329	But when it came to the walls this brave assembly made a sudden halt; for Jinjur had closed and barred every gateway, and the walls of the Emerald City were builded high and thick with many blocks of green marble. Finding her advance thus baffled, Glinda bent her brows in deep thought, while the Woggle-Bug said, in his most positive tone:	3		
330	I caused the chief captains to be awakened and with them made a circuit of the camp, reckoning the numbers of the men which came to about 3,250 and learning what I could concerning them and their way of fighting. Then, accompanied by Umslopogaas and Hans with the Zulus as a guard, also by three of the head-captains of the Amahagger, I walked forward to study the lie of the land.	3		
331	"her. Moreover, he declared that if ever she were to disgrace
herself by mingling with men-at-arms, he would call upon her
brothers to drown her, and if they disobeyed him, he would take and"	3		
332	He interrupted nervously. “Oh, water-color sketches—done for amusement. I sent them to remind you of me, not because they were good. What a wonderful place you have made of this, Alexandra.” He turned and looked back at the wide, map-like prospect of field and hedge and pasture. “I would never have believed it could be done. I’m disappointed in my own eye, in my imagination.”	2		
333	She was the refuge in every trouble, and her smile was enchanting. It was only after that last time, when the little boy stood by his mother's bedside awed and weeping silently in the shadow of the great darkness that was settling upon them, that he knew how absolutely she had been the centre and breath of his life.	3		
334	"""I was turning away from him when I observed that something projected from the front of his ragged jacket.  It was this sketch-book, which was as dilapidated then as you see it now.  Indeed, I can assure you that a first folio of Shakespeare could not be treated with greater reverence than this relic has been since it came into my possession.  I hand it to you now, and I ask you to take it page by page and to examine the contents."""	2		
335	Change was in the very air of the Street that June morning. It was in Tillie, making a last clutch at youth, and finding, in this pale flare of dying passion, courage to remember what she had schooled herself to forget; in Harriet asserting her right to live her life; in Sidney, planning with eager eyes a life of service which did not include Joe; in K.	0		
336	This emboldened me, and, besides, I was now as angry as he, and had lost all fear. I ripped a fragment of rock from the wall. The piece must have weighed two or three pounds. With my strength I slammed it full into Red-Eye’s face. It nearly finished him. He staggered backward, dropping his stick, and almost fell off the cliff.	3		
337	“They have stopped!” cried Eva suddenly. “It is over! Oh, if he is dead!”	0		
338	"wasted.  That’s the sort I like—game as a
pebble!  You can’t buy ’em, you have to breed
’em.  A regular fizzer he is, and full of
blood.  And here we are on the ground.’"	0		
339	It was the same dark beast with a large white tag to his brush. Now the secret was out and Mr. Tebrick could see his rival before him. Here was the real father of his godchildren, who could be certain of their taking after him, and leading over again his wild and rakish life.	2		
340	He looked curiously at Barringer, the young Assistant District Attorney, who was conducting the case against him. In the dark-brown eyes, keen and piercing, there was deadly hostility. He had become famous as a relentless public prosecutor. He came of a long line of great lawyers of the old South, and the breath of a court-room was born in his nostrils. Gordon was chilled by the cold, clear ring of his penetrating voice.	0		
341	"“I don’t care. I don’t want them. What do they want to come bothering for?”


“It’s human natur’, gal. They must do it. If they didn’t, you’d be the first to cry out maybe. It’s in the Scriptures. ‘Man is born for woman, as the sparks fly upwards.’” She looked up out of the corner of her eyes as if not very sure of her quotation. “Why, here be that dratted Bill. The good book says as we are all made of clay, but Bill does show it more than any lad I ever saw.”"	0		
342	Then the Khania, who all this time had stood cold and impassive, stepped forward to speak, and with her her uncle, the Shaman Simbri. But before a word passed Atene’s lips the Hesea raised her sceptre and forbade them, saying—“Thy day of trial is not yet, nor have we aught to do with thee. When thou liest where he lies and the books of thy deeds are read aloud to her who sits in judgment, then let thine advocate make answer for these things.”	3		
343	"""I do,"" I answered. ""It rather seems like asking people to rob you.""
""Ah, well, they do not know!"" she answered, stepping into the lift. ""I am hungry, Capitaine Rotherby. I have eaten so little to-day."""	2		
344	When the boys came in from milking and feeding, the long table was laid, and two brown geese, stuffed with apples, were put down sizzling before Ántonia. She began to carve, and Rudolph, who sat next his mother, started the plates on their way. When everybody was served, he looked across the table at me.	4		
345	"""That buzzing sound. It wasn't a car, I'm certain. I believe it was athere,
listen!""


I heard it now, distinctly. Away to our right it sounded, high in the air,
apparently; a strange, humming noise."	1		
346	Then Yaqui's movements attracted and interested him.  The Indian had brought with him a red scarf and a mesquite branch.  He tied the scarf to the stick, and propped this up in a crack of the lava. The scarf waved in the wind.  That done, the Indian bade Gale watch.	4		
347	The cage proved to be one of the common types of elevator cars that I had seen in other parts of Barsoom. They are operated by means of enormous magnets which are suspended at the top of the shaft. By an electrical device the volume of magnetism generated is regulated and the speed of the car varied.	2		
348	"My brother returned to his camp, and Siringo and I separated for the time
being. In '84 Dodge, the Port Said of the plains, was in the full flower
of her wickedness. Literally speaking, night was turned into day in the"	0		
349	"“Why—what the dev—who are you?”


The girl raised a white desperate face to him. It was Mary Wylie.


“My father and—and the woman—they're drinking—they turned me out! they turned me out.”"	1		
350	"""Yes, ma'am.""
""Let me see that pitcher.""  Sophia examined the pitcher.  It was not only perfectly dry from top to bottom, but even a little dusty. She turned severely on the young girl.  ""That shows,"" said she, ""you did not fill the pitcher at all.  You let the water run at the side because you didn't want to carry it upstairs.  I am ashamed of you.  It's bad enough to be so lazy, but when it comes to not telling the truth—"""	2		
351	“'Come along now... pay your sixpences... pay your sixpences,” cried the man. He was through. He stepped at once into something that had for him all the elements of the most terrifying and enchanting of fairy tales.	2		
352	"The editor negligently accepted the proof, and I read a series of titles: ""Knype v. Manchester Rovers. Record Gate. Fifteen thousand spectators. Two goals in twelve minutes. Myatt in form. Special Report."""	2		
353	"""Me, either,"" added Pete, and Andy laughed uneasily.
Tom heard what they said, and in the next few days he made himself busy by putting some heavy wires in and about the grounds where they would show best. But the wires carried no current, and were only displayed to impress a sense of fear on Andy and his cronies, which purpose they served well."	3		
354	Challoner's face was flushed with exultation. Necessity had made of him a killer. He saw in Noozak a splendid pelt, and a provision of meat that would carry him all the rest of the way to the southland. He leaned his rifle against a tree and began looking about for the cub. Knowledge of the wild told him it would not be far from its mother, and he began looking into the trees and the near-by thickets.	3		
355	From this point the track sweeps downward to Bartons Crossing, Helmdale, and the purely agricultural county of Merton. It was a single track railroad; but at every siding—and they were numerous—long lines of trucks piled with coal and iron ore told of the hidden wealth which had brought a rude population and a bustling life to this most desolate corner of the United States of America.	3		
356	It was the crown of his sins against society. Trade unions were nothing to this latest caprice of his, which spread desolation in a thousand genteel homes.	0		
357	We found it; then the precipices hid it. Silently we streamed through the chasm, through the canyon and the tunnel—speaking no word, Drake's eyes fixed with bitter hatred upon Norhala, Ventnor brooding upon her always with that enigmatic sympathy. We passed between the walls of the further cleft; stood for an instant at the brink of the green forest.	4		
358	"Mr. Pyecroft arose.
""I must beg your pardon, officers,"" he said pleasantly and with a slight tincture of his clerical manner. ""My sister Matilda just told me you wished to see me, but I was almost at the end of a very interesting chapter which I was reading aloud to my other sister, who is ill, and so I thought I would conclude the scene before I came down. In what way can I serve you?"""	3		
359	“Right well have ye served me,” she said, “and sorry am I that the King’s anger is aroused thereby. But fear ye not. His word and grace hold true. As to these prizes ye have gained, I add others of mine own—the wagers I have won from His Majesty the King and from the lord Bishop of Hereford.	2		
360	Think of the cascading tributaries pouring down their channels to feed it! Think of the tides upon its surface, and the rush and swirl of its ebb and flow!	3		
361	Last night was fiesta night—these Greasers hev a fiesta every week or so—an' one Greaser who hed been bad hurt was layin' in the hall, where he hed been fetched from the station. Somebody hed sent off to Douglas fer a doctor, but be hedn't come yet. I've hed some experience with gunshot wounds, an' I looked this feller over. He wasn't shot up much, but I thought there was danger of blood-poison-in'. Anyway, I did all I could.	3		
362	Toward evening, after many consultations and countless reports, Marlanx removed his headquarters to the Tower. He had fondly hoped to be in the Castle long before this. His rage and disappointment over the stupid miscarriage of plans left no room for conjecture as to the actual state of his feelings. For hours he had raved like a madman. Every soldier who fell into his hands was shot down like a dog.	2		
363	Out on the river, above and below Limehouse, patrols watched for signals from the Asiatic quarter, and from a carefully selected spot on the Surrey side George Martin watched also. Not even the lure of a neighboring tavern could draw him from his post. Hour after hour he waited patiently—for Sin Sin Wa paid fair prices, and tonight he bought neither opium nor cocaine, but liberty.	3		
364	"""You are a snob. I might have seen it before this. You give yourself airs—"" He was now so torn between fury and disappointment, mortification and Teutonic resentment at being obliged to diverge abruptly from precisely thought-out tactics, that he forgot his physical discomfort—and incidentally to use his handkerchief."	1		
365	Holding out the tray, he presented it at the face of the prisoner on the left, whereon the cat rose, arched its back and began to lift its paws up and down.	4		
366	"Pharaoh stood up as though he had finished.


‘Yes,’ said Puck, rising too. ‘And what came out of it in the long run?’


‘Let me get at my story my own way,’ was the answer. ‘Look! it’s later than I thought. That Shoreham smack’s thinking of her supper.’ The children looked across the darkening Channel. A smack had hoisted a lantern and slowly moved west where Brighton pier lights ran out in a twinkling line. When they turned round The Gap was empty behind them."	4		
367	Beppo took the ring and the letter and started off to town, and it was not hard for him to find the man he sought, for every one knew of Sebastian the Goldsmith. He was an old man, with a great white beard and a forehead like the dome of a temple. He looked at Beppo from head to foot with eyes as bright as those of a snake; then he took the ring and the letter. As soon as he saw the ring he raised it to his lips and kissed it; then he kissed the letter also; then he opened it and read it.	3		
368	Bob promptly saddled his horse, rode boldly to the Childs' shake camp, took lunch with them, and rode back, speaking no word either of business or of threats.	3		
369	I turned around rapidly—and was looking into the darkly beautiful eyes of Karamaneh!  She—whom I had seen in so many guises—was dressed in a perfectly fitting walking habit, and had much of her wonderful hair concealed beneath a fashionable hat.	1		
370	“Clear, isn’t it?” he said pleasantly. “I back our Kennet any day against the Test. Look at that big fellow. Four pounds if he’s an ounce. But the evening rise is over and you can’t tempt ’em.”	0		
371	He dropped into the chair, signed each of the three parchment pages three times, then rose and offered the pen to the cowled figure at one end of the semicircle. The man came forward, read the English transcript, studied the three signatures already there with a certain air of surprise, then signed. The second man signed, the third man, and the fourth.	3		
372	"“Let us go to your office, inspector,” he said. “We'll examine the contents there. Let us all go at once!”


The three figures behind the cypress trees remained immovable and silent until the five searchers had gone away with their lamps and tools and the sound of their retreating footsteps in Friary Lane had died out. Then Dick Bewery moved and began to slip off, and Bryce reached out a hand and took him by the shoulder."	3		
373	Presently soft, padded feet sounded close behind us, and as I turned I saw a pair of great, green eyes shining in the dark shadows at our rear. From a diverging tunnel a sinuous, tawny form crept stealthily toward us.	3		
374	He realized her bravery and understood the resourcefulness that she must share in common with all primitive people who, day by day, must contend face to face with nature's law of the survival of the fittest, unaided by any of the numerous artificial protections that civilization has thrown around its brood of weaklings.	0		
375	Then the little girl stood on one of the big emeralds which decorated the courtyard, and after looking once again at each of her friends, waved her handkerchief.	4		
376	Tarzan sprang to her side and laid a heavy hand upon her arm before she could interfere with Otobu's attentions to the young man. At first, as she turned toward the ape-man, her face reflected only mad rage, but almost instantly this changed into the vapid smile with which Smith-Oldwick was already familiar and her slim fingers commenced their soft appraisement of the newcomer.	3		
377	"""I tell you there is no hope for me, Fräulein,"" responded Max, desperately. ""It is cruel in you to say there is. It is doubly cruel to speak jestingly."""	0		
378	The afternoons and early evenings he gave to the one, the nights to the other; the forenoons and parts of the nights were devoted to sleep for the twain. But in the mornings he slept in bed like a civilized man. In the night time he slept like a wild animal, as he had slept Dave Slotter stepped on him in the woods.	3		
379	"Nebrasky grinned wretchedly.


“Well, she's a lady, and she's square, not takin' a man's gift when she don't take the man. But you'd ought to get back all them letters yu' wrote her. Yu' sure ought to ask her for them tell-tales.”"	1		
380	"At last they stopped a hurried lady, and asked her the way to Maskelyne and Cooke’s.
“I don’t know, I’m sure,” she said, pushing past them. “I always shop at the Stores.” Which just shows, as Jane said, how ignorant grown-up people are."	0		
381	"""She is gone, together with her light flier. That is all we know. We can only assume that she decided to fly before the morning meal and was caught in the clutches of the tempest."	3		
382	"So I lighted my pipe and sat down on a mossy bank to await developments.
In about half an hour I heard the bushes rustle, and Bill wabbled out into the little glade in front of the cave. Behind him was the kid, stepping softly like a scout, with a broad grin on his face. Bill stopped, took off his hat and wiped his face with a red handkerchief. The kid stopped about eight feet behind him."	4		
383	By the Dove's side he had been north to Durham and west to the Welsh marches, rather on falcon's than on dove's errands, for Ivo held that the crooning of peace notes came best after hard blows.	0		
384	Now, the creaking of the ox-cart, the familiar veld, the bright glow of the peaceful sunlight, and in my heart a great thankfulness, and yet a new terror lest the pure and holy love which I had won should be stolen away from me by force or fraud.	2		
385	And then the Spae-Woman came to the door and saw who the comers were. She covered them with kisses and watered them with tears, and dried them with cloths silken and with the hair of her head.	3		
386	"Mind ye, ma, there's a sthring down yer back no bigger'n a knittin' needle, and if ye ever broke it ye'd snuff out before ye knowed what ye was doin', and there's a tin pan in yer ear that if ye got a dinge in it, it wouldn't be worth a dhirty postage stamp for hearin' wid, and ye mustn't skip ma, for it will disturb yer Latin parts, and ye mustn't eat seeds, or ye'll get the thing that pa had—what is it called ma?"""	1		
387	And as soon as Spanish Dick had ridden off Shard sent some men to roll all the barrels back from the depot where they were buried in the sand, with orders to watch the cutter all the time and, if she signalled, to return as fast as they could.	3		
388	Or one might go out into the harbour late upon a winter afternoon, and see it as a city of a million lights, rising like an incantation from the sea. Round about it was an unbroken ring of docks, with ferry-boats and tugs darting everywhere, and vessels which had come from every port in the world, emptying their cargoes into the huge maw of the Metropolis.	4		
389	But the light for which the world is waiting is a new light, the glory that shall rise out of patient and triumphant suffering. And the kingdom which is to be established forever is a new kingdom, the royalty of unconquerable love.	0		
390	Then, after a little, he began to talk an’ said a lot to Lassiter, an’ by an’ by it didn’t take much of an eye to see thet Lassiter was gittin’ hit hard.	0		
391	"That roused Belding to action.
""I say you're all wrong,"" he yelled, starting for the corrals. ""She's only taking a little ride, same as she's done often.  But rustle now. Find out.  Dick, you ride cross the valley.  Jim, you hunt up and down the river.  I'll head up San Felipe way.  And you, Laddy, take Diablo and hit the Casita trail.  If she really has gone after Thorne you can catch her in an hour or so."""	2		
392	The girl marvelled at the effect her voice had upon the creature. Somewhere in that enormous brain there was a chord that was touched by melody. It was the sole link between herself and the brain when detached from the rykor. When it dominated the rykor it might have other human instincts; but these she dreaded even to think of. After she had sung she waited for Ghek to speak. For a long time he was silent, just looking at her through those awful eyes.	1		
393	"strong that slim frame must be, for the burden seemed as nothing to
her as she bore it within the house; and then she disappeared from
view, and we rode onwards together.
""There, my friend,"" spoke Bertrand at last, ""I have kept my
promise, you have seen the Maid.""
""Yes,"" I answered gravely, ""I have seen the Maid,"" and after
that we spoke no word for many a mile."	1		
394	Tout lasse, tout casse, tout passe—everything wears out, everything crumbles, everything vanishes—in the words of the French proverb that my friend Sir Henry Curtis is so fond of quoting, that at last I wrote it down in my pocket-book, only to remember afterwards that when I was a boy I had heard it from the lips of an old scamp of a Frenchman, of the name of Leblanc, who once gave me and another lessons in the Gallic tongue.	2		
395	They had caught her boarding the pirate ship with a knife in her mouth. No watch was kept on the ship, it being Hook’s boast that the wind of his name guarded the ship for a mile around. Now her fate would help to guard it also. One more wail would go the round in that wind by night.	3		
396	There was a broad avenue as white as snow, and thousands of lights lit up everything as light as day. Upon either side of the avenue stood a row of black slaves, clad in garments of white silk, and with jewelled turbans upon their heads.	4		
397	"Osborne had entered into conversation on the night of Gastrell's reception
in Cumberland Place, and it was a member of the gang, whose name I had not
heard beforethe sole occupant of the house at the timewho had questioned"	0		
398	But when the sun rose and shone down upon the beautiful palace and all the gardens and orchards around it, the king and queen and all the court stood dumb with wonder at the sight. Then, as they stood staring, the gates opened and out came the soldier riding in his gilded coach with his servants in silver and gold marching beside him, and such a sight the daylight never looked upon before that day.	5		
399	"upon himself a little day by day; or even if he has given up the
attempt, he will always remember that once upon a time he had
conceived this high ideal, that once upon a time he had fallen in"	0		
400	For perhaps a minute I stared at the creature; then as my nerves steadied a little I shook off the vague alarm that held me, and took a step toward the window. Even as I did so, the thing ducked and vanished. I rushed to the door and looked 'round hurriedly; but only the tangled bushes and shrubs met my gaze.	3		
401	Now that she was in full retreat, she would not even perceive his hints of a possible correspondence. But in that matter he did a thing that seemed to her at once delicate and romantic.	0		
402	And incidentally, Flint, don't misunderstand me, either. When I asked you if we ought to try it, I merely meant, would it be safe? The world, Flint, is a dangerous toy to play with, too hard. The people are perilous baubles, if you step on their corns a bit too often or too heavily. Every Caesar has a Brutus waiting for him somewhere, with a club.	3		
403	I think Raja sensed their antagonism, for he kept tugging at his leash and growling ominously.  They were a bit in awe of him, and kept at a safe distance.  It was evident that they could not comprehend why it was that this savage brute did not turn upon me and rend me.	3		
404	So they spun, interlaced—and there began to pulse from them life, vitality, as though the very essence of nature was filling us. Dimly I recognized that what I was beholding was vampirism inconceivable! The banked tiers chanted. The mighty sounds pealed forth!	0		
405	It wasn't, one felt, a fresh step forward in the matter so much as a giant stride, a leap. Mr. Butteridge remained in the air altogether for about nine hours, and during that time he flew with the ease and assurance of a bird.	0		
406	"""No, sir,"" came the answer.
""Mr. Carter, have the chief quartermaster report on deck with the signal flags.""
""Yes, sir.""
""Aren't we going to run up to her?"" asked McGuire, turning in surprise to Edwards."	0		
407	Susan wandered by, her head tied up with a shawl, her hands full of garden implements. Doc, stealthy and wild-eyed, was shadowing her steps among the spirea bushes.	3		
408	"“Why, you surely will. Do you expect he's going to stay here, and you in Bennington?” And the campaigner sat back in her chair.


“He? Goodness! Who is he?”"	2		
409	Mr. Tebrick stared for a long time at the handsome rogue, who glanced back at him with distrust and watchfulness patent in his face, but not without defiance too, and it seemed to Mr. Tebrick as if there was also a touch of cynical humour in his look, as if he said:	1		
410	During this period my father gained great distinction as a warrior and had taken the metal from several chieftains. His love for my mother had never diminished, and his own ambition in life was to reach a point where he might wrest the metal from Tal Hajus himself, and thus, as ruler of the Tharks, be free to claim her as his own, as well as, by the might of his power, protect the child which otherwise would be quickly dispatched should the truth become known.	0		
411	"""Gentlemen,"" repeated M. Le Mesge in his dry tone.
We followed him. When the three of us were back again in the library, he said, addressing me:
""You, sir, asked a little while ago what occult power holds you here. Your manner was threatening, and I should have refused to comply had it not been for your friend, whose knowledge enables him to appreciate better than you the value of the revelations I am about to make to you."""	2		
412	Duane stepped into the open door, inside the room. Kate Bland lay half across a table where she had been flung, and she was trying to get to her feet. Bland's back was turned. He had opened the door into Jennie's room and had one foot across the threshold. Duane caught the girl's low, shuddering cry. Then he called out loud and clear.	4		
413	His sharp little eyes were fixed suddenly on an object that hung to a low bush half a dozen paces from them. Before the man-beast's appearance the cub had spent three quarters of his time in eating, but since yesterday morning he had not swallowed so much as a bug.	2		
414	"""All that work—Olsen's sacrifice—and the farmers'—my father's death—all for nothing!"" whispered Kurt. ""They only waited—those fiends—to fire the warehouse and the cars!"""	2		
415	The next turn of the canyon brought me to its mouth, and before me I saw a narrow plain leading down to an ocean.  At my right the side of the canyon continued to the water's edge, the valley lying to my left, and the foot of it running gradually into the sea, where it formed a broad level beach.	5		
416	Have you ever been picked up out of your three-meals-a-day life, whirled around in a tornado of events, and landed in a situation so grotesque and yet so horrible that you laugh even while you are groaning, and straining at its hopelessness? McKnight says that is hysteria, and that no man worthy of the name ever admits to it.	0		
417	Shortly afterwards, the chief, having captured some of the officer’s volunteers, whom in the ordinary course of affairs he would have tortured to death, sent them back again untouched, with a message to the effect that he would show the English officer that he was not the only man who could behave ‘like a gentleman.’ I should like to know that man. Do you know who he was?”	2		
418	Behind them rose a huge building with rows and rows of black windows. When Andrews stopped to look about him, he found the street completely deserted.	4		
419	She kissed him again, and smiled down at him with moist eyes, and talked to him in tender tones, stroking his hair and telling him of Norman's sorrow for the trouble, of her own unhappiness, and of her regret that the doctors would not let him be moved.	3		
420	Euphronia had not at first taken much notice of him. She had been inclined to regard Ferdy Wickersham with some disfavor as a Yankee; but when the other two failed her, Wickersham fell heir to her blandishments.	0		
