dataset_idx,example_idx,text,possible_scores,score
10,174,"loved avenida palace great weekend wife avenida palace staff helpful dont think better hotel,  ","[2, 1, 0]",0
10,61,"nice stay nice hotel considering collection old houses charm, hotel canal trendy area amsterdam, service excellent beds comfortable, room loft, main floor double bed loft single beds, staircase loft steep difficult navigate, tourist attractions walking distance, overall recommend staying hotel,  ","[2, 1, 0]",2
10,67,"nice hotel booked standard room palace disappointed walked lobby long line people waiting check, suddenly staff appeared started checking people tower lobby, upgraded large room tower, room beautiful large, tower section feel small hotel, service good entire trip, not know happy room booked, not wanted pay 450 room got normal rate 300 night enjoyed, enjoyed location walked,  ","[2, 1, 0]",0
10,101,"not return web site hotel mis-leading.we asked ground floor issues stairs, assured ground floor steps, bad, bad, narrow steps narrow steps, impossiable handicap steps hand rail managed, staff kids close 11pm open 9am, room small smelled needed cleaned, bed pillow good sheets clean room warm, bathroom not nice needed cleaned, saw breakfest food cereal coffee fee.we disappointed 3rd class hotel gays, looking decent gay hotel not, try tfor senior couple,  ","[2, 1, 0]",1
10,33,"great hotel times great, book hotel transfer airport water magazines car, amazed time stayed hotel doorman open car door greeted immediatly seen rooms modern comfortable, great small treats day cream small cakes fresh fruits, travelling yummi, breakfast die, dinner michelin starred restaurant, definitely looked hotel,  ","[2, 1, 0]",0
10,165,"terribly rude service, second time stayed hotel time months ago rude lady reception checked just rude patronising, not nice welcome, bar man steve extremely rude service worst experienced bar and/or hotel world, not stay time definitely book intercontinental spent time told langham concierge stopped serving dinner drinks evening, intercontinental dream tried change hotels no space,  ","[2, 1, 0]",0
10,76,"happy nice stay hotel, sprang junior suite enormous dutch standards, glass bathroom neat view dam square outstanding, staff really wonderful, let check hours early greatly appreciated, free internet access real boon, unlike poster happy quality room felt clean exactly depicted photos.my caveats really business hotel feel atmosphere prices, second really loud trams people right outside window, nice right middle stopping room packages use bathroom easy, noise considered booking,  ","[2, 1, 0]",2
10,117,"superbe stayed recently 3 night break celebrating birthday wife, moment stepped air conditioned reception following journey gdg airport bus, not fault hotel whatsoever, friendliness assistance warm atmosphere place gave confidence place right start, looked trip advisor information people kindly share having commented, just felt pleased decision stay hotel warranted comment, thankyou phillipe matheau staff keppler.certainly stay,  ","[2, 1, 0]",0
10,170,"good nights sleep beaten track room clean modern, location wise hotel little way action probably 10-15 minutes walk metro station close, stay given value money, berlin amazing definitely recommend walking tour,  ","[2, 1, 0]",0
10,18,"fantastic hotel, husband just returned 4 night stay benjamin just wanted comment lovely hotel, 1 bedroom suite spacious comfortable hotel staff friendly efficient, make use concierge knowledgable restaurant reservations great places, did not use gym spa not comment did experience certainly stay recommending friends visit new york,  ","[2, 1, 0]",0
10,2,"returning just returned staying property business trip, used outstanding service premier hotels hong kong mandarin oriental impressed cream crop, normally stay ritz carlton imminent closing jan 31 opted stay refurbished mandarin, rooms particularly outstanding service attention detail/customer satisfaction reproach, returning hong kong months vacation just canceled reservation seasons re-booked instead mandarin, impressive venue,  ","[2, 1, 0]",0
10,163,"n't convenient visited no time year group friends possible best week life, hotel best location possible right middle bourbon street, clean staff friendly, looking quiet maybe look ideal booked return considering hotel,  ","[2, 1, 0]",0
10,176,"perfectly acceptable paid roughly 30 euros night just cheapest got required good location bed private bathroom perfectly acceptable standard cleanliness.there wasnt cares,  ","[2, 1, 0]",0
10,25,"nice expensive great location short walk main attractions shops, casa fuster beautifully decorated furnished natural tones, room quality better expect major city hotels, nearly 300 euros night bit pricey,  ","[2, 1, 0]",0
10,161,"ok decided stay city function december not having heard decided try amora introductory package cheaper, thought fine stay business location good beds comfortable, no real view nothing particularly interesting service adequate attentive.like reviewer did strange restaurants bars closed particularly room saying great, food manager met excellent welcoming, nothing wrong experience tourist looking romantic weekend think nearby hotels excitement, guess depends looking price comparisons,  ","[2, 1, 0]",0
10,137,"noisy wife booked nights hotel did not enjoy experience, clean friendly noise level resulted no sleep, rooms floor right hand building avoided, recycling trash bins outside windows collected early hours morning, windows did not lock properly provided no barrier outside noises, plus location excellent,  ","[2, 1, 0]",0
10,54,"great location spent 6 nights pool access room, room size bigger rooom normal 3 star hotel, pool access rooms way, breakfast little average, choice dishes changes day, staff friendly tell cheap dvd hire bemo, did not eat resteraunt night nice cheap resteraunt accross road, want nice meal good price try international cafe nearby, fall did pool cool,  ","[2, 1, 0]",1
10,129,"great room service boyfriend spent week clift not fault single thing, staff friendly helpful room service good hardly bothered going eat bed huge comfortable slept, room overlooking street no problems noise, like try different hotels returned san francisco not hesitate staying clift,  ","[2, 1, 0]",0
10,178,"good hotel spent nights stylish hotel, room whilst small equipped high quality fittings furnishings toiletries.the staff attentive public areas hotel comfortable.only complaint bar prices high side.very comfortable hotel no hesitation recommending,  ","[2, 1, 0]",1
10,166,"b ramada inn, stayed nights december impressed ramada inn, good rating room bathroom clean, cable television complimentary breakfast morning, hotel bit way downtown boston courtesy shuttle travels hotel closest t station,  ","[2, 1, 0]",1
10,89,"run over-priced recently stayed days hotel, cheaper hotels saw disappointed standards considering paid, stayed star hotel france week cheaper higher quality, walls room filthy bath problems shower hose, walls paper hotel generally bit clean, quite near harbour la rambla immediate vicinity quite dirty rough noisy, staff fair friendly helpful, ok short stay n't expect,  ","[2, 1, 0]",1
11,35,"This Giant Eagle maybe the worst supermarket I've ever been to. There are thugs hanging out by the entrance and in the parking lot. The interior is dark and dank and has an outdated \""made in the 70s\"" feel. With options like this I don't have a problem taking the extra time to drive to Trader Joe's.","[2, 1, 0]",2
11,125,"Convenient and easier to find items then big box stores, although you do pay for that convenience. Most staff are extremely knowledgeable and helpful, others in dire need of customer service training (mocking and eye rolling at customers is not cool).  Returns can be a hassle including items sold that are defective or missing parts.","[2, 1, 0]",0
11,189,"I'm maybe I'm missing something here because I found the place to be really underwhelming. The service was excellent friendly and fast but the food was . . . eh. I kept getting a 'chemical taste' off of the food and I'm not normally someone who is sensitive to that kind of thing, I got the brisket tacos and they ended up being 1) kind of chemical artificial tasting and 2) watery from the salsa. Not really a good combination. Maybe I chose poorly but I wasn't impressed at all.","[2, 1, 0]",1
11,145,"I do admit the clothes here are not exactly at the quality that I want, but if you do stop by frequently you can spot some really nice items. And the guy who works there is super nice so make sure you get to know him! He can help you a lot.","[2, 1, 0]",1
11,80,"Ewww, the food here is terrible.  Nothing I had tasted good.  It tasted like it had been sitting under the food warmers for hours.  The service is luke warm at best.  Just skip it.  There's so many other places out there for good italian food.","[2, 1, 0]",1
11,224,Solid sake menu and the staff was helpful in deciding which one to go with. Sushi rolls had an interesting spin but nothing out of the ordinary.,"[2, 1, 0]",2
11,278,"Delicious Chinese food!  I had the Trio of shrimp, scallops & chicken and all food was very fresh and wasn't salty like other Chinese restaurants.  The servers were very  polite and this was a wonderful experience and will definitely go back!","[2, 1, 0]",2
11,154,"The food here is over the top excessively greasy. So greasy that it made me sick to my stomach before I was done eating my meal. My husband and I split the chocolate chip pancakes and a ham and cheese omelette with potatoes and toast on the side. Not only was everything in a pool of grease, but it seemed to be margarine...not even real butter. I will never eat here again. I am gagging even thinking about this meal let aloe eating it again.","[2, 1, 0]",2
11,270,"I gave up on Monterrey several yrs ago but was in the neighborhood today. I felt like Mexican for lunch. Clean, great service and the food was very good. One of the best quesadillas I've had. And the Dos Equis draft wasn't bad either!","[2, 1, 0]",0
11,4,"Wast there last Friday. Seats right in front if the stage. The show was good. The headliner, while a bit long, was good. Fantastic service from our waitresses. Will definitely go back.","[2, 1, 0]",1
11,283,"I always come here after playing a round of Par 3 golf next door.  How can you go wrong with hundreds of beers, pretty girls and descent bar food?  You can't!  Cool spot - check it out!","[2, 1, 0]",2
11,153,"Great hotcakes. No so great wait.  The hotcakes are worth trying, but there are other places in Pittsburgh that have much shorter waits that I prefer.","[2, 1, 0]",1
11,53,Spent the weekend and Pittsburgh and started out Friday night at Mad Mex for Happy Hour and some dinner. Happy Hour was a pretty good deal with half price wings and cheap drafts. The wings were good and the beer selection is above average.\n\nFor dinner I had the carnitas enchiladas (i think). It didn't taste bad but I definitely had better Mexican elsewhere even elsewhere in Pittsburgh.,"[2, 1, 0]",1
11,68,"Tiny little place and very popular...highly suggest going early if you're a newbie in town and never had their sammiches before. They get pretty busy after 12.\n\nI couldn't decide what to get, and was told their number 2 popular choice is  not that great and I should try salami or black angus. Tough! So, I ended going with roast beef. I really enjoyed it, not greasy at all, and I actually ate the whole thing. Ha unbelievable, it was that good! \n\nOverall service was great.","[2, 1, 0]",1
11,135,Best sushi in Pittsburgh. Small restaurant so definitely make reservations and try the omakase. Like the tatami mat seating as well.,"[2, 1, 0]",2
11,59,"We are new to the area. We bought a 100 year old home in the Dormont suburb of Pittsburgh and set about to do a serious renovation. The moment we walked into Ceramiche we knew we were in good hands. Tina, Bob, Melissa, Suzy and Nicky all know their stuff and treat us like long lost friends. The selection of tile is the best we have found in this area and the prices are very good. The service is what really makes this place special.","[2, 1, 0]",1
11,54,"This location has such a different feel than the others around Pittsburgh. Perhaps it's the well-lit bar, or maybe it's that there's a new bartender every time I make it over here. In any case, it doesn't quite have the \""feel\"" that North Hills and Robinson have.","[2, 1, 0]",0
11,79,"No, nope, uh uh, no way, please don't call this an Italian restaurant. Overcooked, mushy noodles, watery tomato gravy, and meatballs that are too garlicky and over spiced. Can't give this place anything lower than 1 star. Seriously, Olive Garden is a joke and I rate it higher than this place. \n\nAgain, my advice to any Italian food lover, find a good neighborhood, family owned restaurant and support a family and not a conglomerate.","[2, 1, 0]",2
11,139,"I just got my hair done at Dean of Shadyside Salon with Valerie. My cut was amazing. She listened to what I wanted out of my hair cut and gave me advice on what I should do to achieve the look I wanted as well. \nI was so excited about my cut, I re-booked for cut and color.","[2, 1, 0]",1
11,144,"Platinum Blonde Perfection.  Jay works wonders and he has given me the best platinum blonde 'do ever.  It was gorgeous.  My hair looked like corn silk.  If I had boat-loads of money, I'd fly him out to LA every 6 weeks for a touch up.   Go to see Jay...tell him Laura from LA sent you.","[2, 1, 0]",2
11,107,"Ritters is a Pittsburgh treasure. Old school diner, complete with at-table mini jukeboxes that sometimes work. Great people watching here.  This is the place you come for late night munchies or possibly morning after recovery.  Breakfast food is on point, as is the Greek fare. Cash only like most of the coolest spots in The Burgh!","[2, 1, 0]",2
11,175,"We stayed at a hampton inn in concord one night, then this hampton the next night. This one was so much better, except for the room we were in. 602 made us both sick, it had a mold or something. The front desk was very courteous in moving us when this was mentioned and the 2nd room was very nice. Breakfast was delish. And the hotel is located in a very nice area, right next to southpark mall and right down the road from carowinds :)","[2, 1, 0]",1
11,104,"Pho is good but its not best pho or egg rolls (they don't even serve it with the lettuce and herbs) you can get in Pittsburgh. On the flip side though, their owner is super friendly","[2, 1, 0]",1
11,258,"Decent airport, but it is always a mass of humanity.  Be sure to stay in your seat if you get one, because you will lose it.","[2, 1, 0]",2
11,250,Pretty efficient as far as airports go. Usually an hour preflight is good depending on where you're going. I generally fly us airways and have never encountered a problem with anything. Smooth lines for security and I recommend going through the d/e checkpoint as it almost always seems to be less congested and quicker than it's counterparts!  Happy flying :),"[2, 1, 0]",2
11,128,"This is a fantastic small hair salon. I have been going here for years and they are experts. You always feel valued and always have great service (and a GREAT cut too!).\nThe ambiance is superb- small, quaint, and not full of egos that you would normally find at a salon of this caliber.\n\nI highly recommend!!!","[2, 1, 0]",1
11,26,"Our favorite place to go for chocolate peanut butter soy milkshakes. We've been for breakfast, lunch, and dinner and everything we've gotten has been incredibly delicious. Love this place!","[2, 1, 0]",1
11,47,"The pizza is great. Other food items might disappoint. They do deliver! Service is hit and miss. There is one rude,  smile-less bartender... I have actually seen him through the window and decided to go somewhere else because I was in the mood for good service.","[2, 1, 0]",1
11,216,"Small park, over priced food, we paid $55 for 3 slices of pizza , 2 orders of chicken wings that were the smallest flavorless wings we have ever had, and 2 beers.....never again....pack food","[2, 1, 0]",2
11,141,I'd give this joint zero stars if it was possible.  This is the worst spot on Walnut St!  I'm not even sure where to start. The bar is small and overpriced. I had a steak fajita wrap that tasted microwaved.  The vegetables weren't even cooked. This is a place no one wants to--or should ever want to go.,"[2, 1, 0]",0
11,22,"Maybe I am just the most jaded vegan in town; Quiet Storm's food menu bores me to tears, that which I will use to salt my own mediocre cooking at home! Their coffee isn't all that great either, as given the choice, local La Prima is in my favor. Tears. This is the only vegetarian restaurant on the East side of town, and oh so close to me, but I cannot stand to go there. Desperate times now call for toast and tea served by the sad server that resides within my depressed little dining room.","[2, 1, 0]",2
11,1,"Typical Starbucks coffee chain. 2 things I dont like about this Starbucks: \n\n1. Ive been there twice and both times the place has been dirty, compared to the other Starbucks I have been in.\n\n2. If you have to use the bathroom, they give you a key thats attached to this nasty bottle. Im pretty sure they dont clean that bottle after every use or even nightly.\n\nAside from that, good coffee and fast/friendly service.","[2, 1, 0]",2
11,170,"Lobby, restaurant, bar and internet area all look great and new! Room Service was great, fast and efficient. Check in was good, not great! They charge for internet service in the room, that's so 2008!\n\nThis is a typical 80 style building that was retrofitted and remodeled. So The main structure, bathroom and HVAC systems all pose a ongoing problem, no matter the extensive renovation.\n\nFrom a cleanliness perspective the room had spider webs around every corner of the ceiling.","[2, 1, 0]",2
11,66,Awful!!!\nNever EVER follows schedule! Lets you wait for literally over an hour on a bus that is supposed to be running every 15 min.,"[2, 1, 0]",0
11,134,"Consistently outstanding and creative food served professionally in a great and even varied ambiance. What more could you ask for? Oh yes, excellent wine list and drinks.","[2, 1, 0]",0
11,82,"It's just not that good. We initially told the waitress that we only going to order appetizers and desert. My code for \""we read on Yelp this place sucks, but we wanted to give it a try\"" to which she replied they don't alow that but I will let it slide. The food could have come from a buffet and been better. I hate to be super negative, but in this case I am just being real.","[2, 1, 0]",0
11,226,"For the first time ever I ate at mama ricotta's tonight with my family, I went because my cousin told me it was good.  We ate family style and it was pretty good, I wasn't a fan of the caesar salad because the dressing taste like a tangy mayo.  Other than that it was pretty tasty food.  The service was excellent, our waitress was really nice and very promp.  We were in and out really fast, the longest wait we had was to be seated and that was about 10 minutes or so.","[2, 1, 0]",1
11,282,"Great beer selection, great atmosphere, great bartenders. What more can I say? Perfect for someone wanting to enjoy a beer with good friends. Monday night is the night for great specials but I prefer to go the other nights of the week when The Saucer is a bit quieter. I would definitely recommend this to anyone who is has nothing good to say about Charlotte night life, this will certainly change your mind. Give the fresh pretzels with queso a try!","[2, 1, 0]",0
11,218,"If you have been to Disney or even Chi-fil-a this place will disappoint you with their horrible customer service. Perhaps when 80% of your staff are 18 yrs and younger you need to instill respect, courtesy and the customer is always right b/c they just dropped a freakin mini fortune on this crappy amusement park that post hours of operations for stores and restaurants as suggested times. And you only get 1 star because I couldn't leave it blank","[2, 1, 0]",0
11,287,"Friendliest employees ever, and those hamburgers are fantastic!  Food quality is what I'd expect at a good sit-down restaurant.","[2, 1, 0]",1
11,57,"The close-to-my-childhood-home Starbucks: it's A. Not Peet's, and B. An accidental high school reunion when I dare to venture in. On the other hand, there are usually couches--or chairs and tables--available, inside or outside, depending on the season.\n\nThis is the option when I don't want to try to park on Beverly for a caffeine fix at the Coffee Tree.","[2, 1, 0]",1
11,38,"Nick's used to be good with the previous owner, that all changed. Which is pretty sad.","[2, 1, 0]",0
11,76,"So Many coffees to choose from, so little time. Really awesome coffee shoppe, which happens to be the oldest in the city and the most delicious smelling! They staff here is super friendly and enthusiastic about the precious beans. Its quaint and charming with a old rustic touch. Prices are reasonable and what you'd expect. Definitely a good place to stop if your around market square","[2, 1, 0]",1
11,279,"Wish it had been better when I made my one and only trip.  The menu was smallish and nothing quite appealed to me.  But I know others have enjoyed it very much, maybe I am an exception.  I like the wine suggestion it was top notch.  Staff was efficient and friendly.","[2, 1, 0]",0
11,18,"So I went back to Casbah for dinner and was totally underwhelmed. The granola I had for brunch (in my previous review) was better than my entire dinner put together. The service was better at dinner then at brunch, but the food made my rating drop from five stars (probably a little generous) to three stars. Definitely go for brunch! But it's not worth the money for dinner. Mediocre food in a nice atmosphere with good service is still mediocre food...","[2, 1, 0]",1
11,298,"Sigh...to be honest, there is just no good food option in this shopping center. This Mccalister falls short just like many mccalisters. The lighting in here is kind of dark. The food...it lacks flavor. Don't come here if you want a good sandwich, which is funny because it is a deli. The typical scene you can expect is you come in, order with one of the high schooler staff up front and retrieve your food when it's ready at the counter. So-so food...ok price here for what you get.","[2, 1, 0]",1
11,75,"WARNING ,,,,, this place is for SUCKERS ONLY ..... funky smelling ,worse tasting seafood ... overpriced ..... raunchy,un-clean restrooms .... only reason anyone goes here is because this is a ''tourist trap '' type neighborhood with some fun shopping spots nearby and this restaurant is positioned in the center of everything. As P.T. Barnum once said  '' There's a sucker born every minute '' ...... stay away ... any other restaurant will be better .","[2, 1, 0]",0
11,220,This ymca is very large.  It has 4 floors to exercise.  Like 10 racket ball rooms.  Towel and rags are ease of access to shower and etc.  The downside is that most hours of the day it is crowded because it is located downtown.,"[2, 1, 0]",2
11,65,"If you like filthy buses, super high fares and about 50% rude operators then you will love Port Authority service.  Now if you like clean buses, reasonable fares and friendly service you will need to go somewhere else.  And no place for children as the language on the buses would make a sailor blush.  And in 14 years of riding Port Authority I have never seen a uniformed Port Authority officer riding a bus.","[2, 1, 0]",0
11,21,"Stopped here for drinks before we went on to dinner elsewhere. In hindsight, we wish we had stayed here. :-)\n\nWe had a couple of great beers and just enjoyed the excellent music soundtrack before we moved on to our next designation. I hope to come back here sometime in the future and actually have...a meal. I like this funkier part of town.","[2, 1, 0]",1
12,157,"we prove that both unitarity and renormalizability require identical conditions as in the case of conventional relativistic theories .
 5em    @xmath0 , takeo inami@xmath1 , keisuke izumi@xmath2 , and tomotaka kitamura@xmath3    3em    @xmath0 _ department of physics , and research and education center for natural sciences , + keio university , hiyoshi 4 - 4 - 1 , kanagawa 223 - 8521 , japan _","[1, 0]",0
12,186,"these loops may lead to rhythmic changes in gene expression in a cell . in the case of multi - cellular tissue ,
 collective oscillation is often due to synchronization of these cells , which manifest themselves as autonomous oscillators .","[1, 0]",0
12,460,we ask the following question : is there a general method for simulating an arbitrary @xmath2-qubit pure state quantum computation by a quantum computation in the @xmath0-qubit model ?,"[1, 0]",0
12,477,"we propose an approximate problem formulated by a variational inequality , prove an existence and uniqueness result , present an error estimate , and discuss a numerical realization using an iterative uzawa - type method .","[1, 0]",0
12,407,"we present an introduction to the principles behind atomic energy level calculations with quantum electrodynamics ( qed ) and the two - time green s function method ; this method allows one to calculate an effective hamiltonian that contains all qed effects and that can be used to predict qed lamb shifts of degenerate , quasidegenerate and isolated atomic levels .","[1, 0]",0
12,497,"k2 _ fields 7 ( epic229228364 ) and 8 ( epic220453225 ) in these proceedings , we presently know of six total members of this class of object .","[1, 0]",0
12,440,"we point out that the amplitudes begin to become larger when the growth of the sasi enters the nonlinear phase , in which the deformation of the shocks and the neutrino anisotropy become large . from the spectrum analysis of the waveforms","[1, 0]",0
12,20,"additionaly , we study the expansion of dipolar condensates , and find signatures of the dipole - dipole interaction in terms of structured states and a deviation of the well - known inversion of the aspect ratio of the cloud during a time of flight .","[1, 0]",0
12,183,"we quantize this system in the covariant gauge and obtain the spectrum of superstring theory . in the dual cft point of view , the penrose limit means concentrating on the subsector of almost bps states with large r - charges .","[1, 0]",0
12,107,"these studies identify a near - invariant velocity structure function that is independent of local the environment and star formation activity .
 such universality accounts for the cloud - to - cloud scaling law between the global line - width and size of molecular clouds found by larson ( 1981 ) and constrains the degree to which supersonic turbulence can regulate star formation .","[1, 0]",1
12,349,"environmental effects ( decoherence ) are generated by a spatial light modulator , which introduces pure dephasing in the transverse spatial plane , perpendicular to the direction of propagation of the light beam . by controlling the characteristics of this dephasing","[1, 0]",0
12,127,"this is one of the main challenges that we face in computational science . in this report
 , we will review the recent work done by scientists from several disciplines on probing such energy landscapes . of particular interest","[1, 0]",0
12,341,", obliquity and eccentricity ; ( ii ) continental geodynamic evolution and orogenic belt ; ( iii ) variations of atmospheric and oceanic currents ; ( iv","[1, 0]",0
12,52,"current through the powder is then noisy , and the noise has interesting self - similar properties , including intermittency and scale invariance .
 we show that heat dissipation plays an essential role in the physics of the system .","[1, 0]",0
12,181,"we have shown that the born rule @xmath0 is inconsistent with lorentz symmetry of the salpeter equation ( square root klein - gordon equation ) .
 so we find relativistic modification of the born rule as @xmath1 , which is consistent with lorentz symmetry of this equation .","[1, 0]",0
12,399,"this paper describes a monte carlo simulation for a detection of @xmath1 events by the crtnt experiment .
 ultra - high - energy cosmic ray events are also simulated to estimate the potential contamination . with the crtnt experiment composed of four detector stations , each covering @xmath2 field of view , the expected event rates are 28.6 , 21.9 and 4.7 per year assuming agn neutrino flux according to semikoz et .","[1, 0]",0
12,286,"the traffic profile will change drastically towards higher data volumes and higher rates per device . in this paper
 , we characterize the current traffic generated by smart electricity meters and supplement it with the potential traffic requirements brought by introducing enhanced smart meters , i.e. , meters with pmu - like capabilities .","[1, 0]",0
12,452,"it is already known that , without energy exchange , all three problems are np - complete even if the network is a line .
 surprisingly , if we allow the agents to exchange energy , we show that all three problems are polynomially solvable on trees and have linear time algorithms on the line . on the other hand for general undirected and","[1, 0]",1
12,447,"m@xmath1 , with @xmath2 the co - moving field strength . in this letter ,
 the implications of these effects are consistently incorporated in a simplified model for reionization , and the uncertainties due to the cosmological parameters , the reionization parameters and the observed uv luminosity function are addressed .","[1, 0]",0
12,208,the same lower bound holds for the satisfiability problem for a two - variable first - order logic on trees in which unbounded data may label only leaf nodes .,"[1, 0]",1
12,498,"we found that evolution discovered two mechanisms for short - term memory .
 the first mechanism is integration of sensory signals and ongoing internal neural activity , resulting in emergence of cell groups specialized on alternative actions . and","[1, 0]",0
12,317,"they apply to open fermion lines , including flavor changing currents , to closed fermion loops , including those which contain true anomalous currents , and to anomalous loops connected to open fermion lines , to all orders in qcd .","[1, 0]",0
12,383,"instabilities are one of the sources for the turbulence .
 we study a differentially rotating compressive flow in the presence of non vanishing radial and azimuthal magnetic field and demonstrate the occurrence of a high growth rate instability .","[1, 0]",0
12,79,"the improved definitions of qpswfs are studied which gave reasonable properties .
 the purpose of this paper is to understand the measurements of energy concentration in the 2d spatial and quaternionic linear canonical frequency domains .","[1, 0]",0
12,473,"is calculated to all orders in @xmath2 using exact propagators .
 previous calculations of the first - order binding correction are confirmed both analytically and by fitting the exact function at low @xmath3 .","[1, 0]",0
12,476,", we construct a simple but powerful 3 component parameterization of these stresses that exposes the new phenomena produced by gdm .
 limiting cases include : a particle component ( e.g.  wimps , radiation or massive neutrinos ) , a cosmological constant , and a scalar field component .","[1, 0]",0
12,121,"optical observations reveal a @xmath2 magnitude galaxy at the position of the radio core .
 although the association with the egret source is not confirmed at the present stage , because there is a competing , alternative @xmath0-ray candidate within the location error contours which is also studied here , the case deserves further attention .","[1, 0]",0
12,442,"and inactive galaxies , _ without _ making any correction for luminosity evolution . using a set of conservative assumptions about the host galaxy stellar","[1, 0]",1
12,83,"we show that the rational equivariant cobordism of a @xmath1-variety can be expressed as the weyl group invariants of the equivariant cobordism for the action of a maximal torus of @xmath1 . as applications ,","[1, 0]",0
12,499,", we obtain the dependence of the two - qubit gate fidelity on the system parameters in the case of direct and indirect qubit - qubit coupling .
 our numerical results can be used to identify the `` safe '' parameter regime for experimentally implementing two - qubit gates with high fidelity in these systems .","[1, 0]",0
12,409,", the tpc is foreseen to be operated in an ungated mode with continuous readout .
 the existing mwpc readout will be replaced by a micro - pattern gaseous detector ( mpgd ) based readout , which provides intrinsic ion capture capability without gating .","[1, 0]",0
12,415,the carina dsph has a mean metallicity of [ fe / h]@xmath0 and an intrinsic metallicity dispersion 0.25 dex ( 1@xmath1 ) . by directly determining the chemical abundances of carina stars through spectroscopy,"[1, 0]",0
12,90,"is represented by three real parameters . in the parameter space
 all ghz@xmath0-symmetric states reside inside a tetrahedron .
 we also explore a question where the given slocc class of the ghz@xmath0-symmetric states resides in the tetrahedron . among nine slocc classes we have examined five slocc classes , which results in three linear hierarchies @xmath1 , @xmath2 , and @xmath3 which hold , at least , in the whole set of the ghz@xmath0-symmetric states .","[1, 0]",0
12,451,"are likely forthcoming . in quiescence ,
 the fuv spectra reveal contributions from the wd and the disk .
 quantitative analyses have lead to solid measurements of the temperatures and abundances of a number of wds in cvs , and of a determination of the response of the wd to an outburst .","[1, 0]",0
12,211,generated datasets were shown to yield excellent results comparable to highly accurate all - electron full - potential linearized augmented plane - wave plus local orbital ( flapw+lo ) calculations .,"[1, 0]",0
12,12,"we study the geometry of billiard orbits on rectangular billiards .
 a truncated billiard orbit induces a partition of the rectangle into polygons .
 we prove that thirteen is a sharp upper bound for the number of different areas of these polygons .","[1, 0]",1
12,91,"no evidence for radio pulsations with an upper limit of @xmath0mjy for any of the four targets has been found .
 the blind search led to the serendipitous discovery of two new pulsars , rotating with a spin period of about 0.7s and of 92ms respectively , and to the further detection of 18 known pulsars , two of which were also detected in the single - pulse search .","[1, 0]",1
12,377,"the observed central gas velocity dispersion often exceeds the stellar velocity dispersion .
 this could be due to either the gravitational potential of a black hole or turbulent shocks in the gas .","[1, 0]",1
12,170,"paradoxes in the impact dynamics of rigid bodies are known to arise in the presence of friction .
 we show here that , on specific occasions , in the absence of friction , the conservation laws of classical mechanics can also be incompatible with the collisions of smooth , strictly convex rigid bodies .","[1, 0]",0
12,400,this talk presented an overview of the microboone experiment with an emphasis on the light collection system and recent technical advances .,"[1, 0]",0
12,210,the aim of this program is to test the theories of formation / evolution of planetary systems . for 19(8 ) stars we can exclude planets with @xmath0 @xmath1 1 @xmath2 ( 5 @xmath2 ) and @xmath3 @xmath4 10 days ; we find 1 short period binary and 5 stars with long period rv - trend .,"[1, 0]",1
12,410,", we propose a centralized d2d discovery scheme by employing a signaling algorithm to exchange d2d discovery messages between network entities . in this system ,","[1, 0]",0
12,342,"the spectra were decomposed using pahfit ( smith et al .
 2007 ) , which we find to yield pah equivalent widths ( ew ) up to @xmath1 times larger than the commonly used spline methods . based on correlations between pah , continuum and emission line properties and","[1, 0]",0
12,376,"this non - minimal embedding of the seesaw leads to observable lfv effects in the right - handed sleptons sector , contrary to minimal models where these are found to be totally negligible .","[1, 0]",1
12,136,"the time evolution of the wave packet , corresponding to the scattering problem setup , leads to the appearance of the localized state at large time .","[1, 0]",0
12,81,"criteria for the principality of these curves are obtained .
 new formulas for their multiplicity , intersection numbers and order of singularity at the singularities of @xmath6 are given .","[1, 0]",0
12,403,"are strongly suppressed . as a result of quantum statistical effects , in particular at lower temperatures , magnitude of density fluctuations grows larger than those calculated in semi - classical approximation .","[1, 0]",0
12,359,"a more complete theoretical description including charge correlations is developed here by an extension of the hypernetted chain approximation , developed for bulk fluids , to the confined charges .","[1, 0]",0
12,55,"a similar result is found for the husimi lattice , which may explain the difference between the collapse transition for isat s and for interacting self - avoiding walks on the square lattice . for @xmath6 and @xmath7 (","[1, 0]",0
12,195,"the dynamics of the field depends on the value of @xmath5 near the extremum , which describes the potential curvature . for quintessence models , when @xmath6 at the potential minimum , the equation of state parameter @xmath7 evolves monotonically , while for @xmath8 , @xmath7 has oscillatory behavior . for phantom fields ,","[1, 0]",0
13,446,"This hot cereal is pretty delicious - the consistency is very similar to regular oatmeal. I added sliced banana and blueberries to it. However, I am giving this product 4 stars because it is quite expensive, and even using a measuring cup was unable to produce the number of servings stated on the bag. I was able to create my own paleo hot cereal with very similar results for half the cost. For my purposes, this product was great for taking along on a road trip for a quick breakfast.","[1, 0]",1
13,19,"This product is cheaply made, some of the parts are missing, and the directions do not help at all. The product is not as represented both in the description and what I received is nothing like what i see in many of the customer photos. It would cost me more to return this than I paid for it, so in the trash it's going.","[1, 0]",0
13,439,Excellent!  The best!  I use it with my beef and broccoli and to throw in chicken and rice soup. It's also great by itself. Yum!,"[1, 0]",1
13,240,I gave this is product months of testing before deciding this was an absolute waste of my money. I wouldn't mind the time it takes to complete if it lastest more than a couple days. The product is thick and peels up easily then they just pull off after that.,"[1, 0]",0
